case_name,reference_count,unique_domain_count,reference_domains,attack_tx_hash_count,has_attack_tx_hash,incident_record_sha256
uniclynft,1,1,twitter.com,0,False,0db0d6c9904687a9776a665c0520cd1a78c808142ec840b562f94e2f4cb60377
bh,2,1,twitter.com,0,False,d1106cb47b8157ac5f170d68d85ccd44b5f16f7588cf5d6e6c0dcd7c76d4fd18
depayrouter,1,1,twitter.com,0,False,678451b45a53f4ee384c87cc3134587e84b856c5e44a23003787abf1ad5908a3
astrid,1,1,twitter.com,0,False,1df4c4dc2d6d91e85e110d98993c38b3ee183c950028cddbdca2bdb4c36bc11e
hopelend,2,2,lunaray.medium.com|twitter.com,0,False,ac3363b2ee8827a619f153f254a699bb2ff1a671a64d2945ea708e69bd5e5908
openleverage,1,1,defimon.xyz,0,False,654f68a7a2afa70319c628bab97c627cb470f2f69b7a6e866b13a5689fc30f3d
zs,1,1,x.com,0,False,b503ee263e167bb1e9fc5c91e7df46904eb33a13d2a864d82f3035214dc0fbf4
wiselending,2,1,twitter.com,0,False,fe4ed68a0d11da3971450e0fc0bfe4d199e0e390deb63e1df86381c1747e3f10
pseudoeth,1,1,twitter.com,0,False,7367a892fb5af9fd9f54b20be34fbf9f07f2c20629b7196b40d75f65936feb46
ktaf,1,1,defimon.xyz,0,False,91ed447eedeac861483bcb32fe39cf0f028a35e3a80b97590af5d896965fb3b4
3913,1,1,defimon.xyz,0,False,20362fa28aa1bb400084b54890828ea4b8659ffc51d056fb6bba1172b04e8731
burntbubba,1,1,x.com,0,False,366337a679c5ba2ed9ef400c4d32ebc352b5fe185180f081b8914db6a7eada2b
fiberrouter,1,1,x.com,0,False,95e91dd1b0cd068b0894f826cee24f481cbae5f53f92b24d7f8f5720604ba795
carolprotocol,1,1,x.com,0,False,9033a03fb8b67fb19794406d2629035a33362c3189cedc26dc77bdb8cb78c188
ehx,1,1,x.com,0,False,a18c1d9fe7bf05d142752c8e0f8f37630c645e3812628dd1b9fefbc27a7b7fbf
mahalend,1,1,twitter.com,0,False,06a6d113019acfeb5d11061532075f5f388fa6e5707881f5ed656071edc3ced3
swampfinance,1,1,x.com,0,False,eb471c333ebe8db5610ae95946d94aed50d9c24c5cffc4db6f38a5d78fde763c
raft,1,1,twitter.com,0,False,cd2bdd74e5aee1be8cba6a272c1b7db7894120764fc783c363fdac039aff50fe
rbalancer,1,1,x.com,0,False,f98b66442523d7382a3a7b7768fa85a68ce5e95cf5aa81f7e5e42c6e811bd5f2
shibatoken,0,0,,0,False,b7cada09b59c506a4279b6085113710972cd4b2e987982fdf0cf8f66a2f23e9e
weco,1,1,x.com,0,False,14401dcdb399156770a4d9b4ffb98d2e2a6944a63b11fa8b97a631fe80020e24
thenftv2,1,1,x.com,0,False,19f81547a90b10e10774cc280d2fe983bd9e783d44d5a7e1c549a539e3c657de
onyxprotocol,3,2,defimon.xyz|twitter.com,0,False,7116148618bbe8823ac7a52bfaf220ce1b34c08acf031c7c8981600fbd92b5a2
bct,1,1,bscscan.com,1,True,d383d3e9c327db3e9d2a87f0fc215949e69191db48a244738eb1159f162ba6e7
trustpad,1,1,twitter.com,0,False,4d6b4d45d86c9c069ff296c83604a785dfcc737cd3d9b51d7a8bc3506f41a170
grok,1,1,twitter.com,0,False,e6dfdd6d17f539627a862d0a82813a66ea958dab84e88a02b14a2b1ac525fd46
goodcompound,1,1,getherscan.io,1,True,7dc5d204b5cb5a34028972db2983f76e1a720919fabdf794e811acb9d09a6488
bearndao,1,1,twitter.com,0,False,5dee561336da19644235b4f8c44cb6d54b8c7dde9d4fe0591286868da1ec2627
hypr,1,1,twitter.com,0,False,e3739679326c6468745c0daeac1cce1d40126fb342045cebba0b2f68c218a8c9
floorprotocol,3,3,defimon.xyz|protos.com|twitter.com,0,False,d552f58095a5c1b67278afdd5a9f1346ae00d63ce1b4de551a6e1b351e2523ad
xai,1,1,x.com,0,False,61aa313d22ea002b4b00c6a6de0a36276886e72679c6ddb006a2b8795deb1a33
mamo,1,1,bscscan.com,1,True,b179fe0d475faa52efde723526c07cfa6d03e48171fb2fddb5afc889107b6a26
gooddollar,1,1,twitter.com,0,False,6a95eea8103582c2f5632f1537abceaed8eff172c0887c3cc15a60354a1fd7d3
kest,1,1,x.com,0,False,99d06bdb5b484c933c76644cf093265b2be4def011b3434388bdd1481f20e471
nfttrader,3,1,twitter.com,0,False,55ef990ada51be5cab3dba4ee4608c297453af35b523388f7a3290b3bc02400f
pineprotocol,2,2,medium.com|twitter.com,0,False,88724faa3deeba2c694b22a6f2b8f554d6a452e55f7d5866e7fb67bbe517c669
cfc,1,1,twitter.com,0,False,77b3284608b7251b4ae0b068d00f1561974249a2e86071fcc807e3196eb56a83
shido,2,1,twitter.com,0,False,02f500349f984568ee26a4a76e055cc50cee94249fb6cd64987772f0187ecf20
paraspace,1,1,twitter.com,0,False,f76325e990b992d20458c0d86b7fa77bba088347856fc8cd9d4bb12e33b3dfc0
allbridge_2,2,1,twitter.com,0,False,9e6ba73f3f619cf65fc515389a80b649a51aa891855bd02aaed3938aad6973b1
lusd,1,1,twitter.com,0,False,548fa2554a015e3e4ac4533680e800fbfed217cea5fb939376b2e620239adfc3
gss,1,1,twitter.com,0,False,0122f962f73ed6d70d7072a745df25f84bcc6f37a84e727e4be922b835e36529
xsdwethpool,1,1,twitter.com,0,False,5171a72c631a0930c60cf394ca3b8b53732efe7023d737f87503743b37eb8dc8
laeeb,1,1,x.com,0,False,5d8182089bda62f6d5bf44380c6d651479cecf5301f21a488a6128e18fef824e
ais,1,1,twitter.com,0,False,201fb0e192b801dcf1d6a5bd5cb66779a4a53d0312239f571733153ff40c12c6
hct,1,1,twitter.com,0,False,9f533b702a0b779e816436d168cac8002a4e871939e3c2589b2e6b0e106533dc
lqdx_alert,1,1,twitter.com,0,False,d30061a939fbd172dd528982a413b74d964553eaf8a2aa841dbf758a368fee8e
bmizapper,1,1,x.com,0,False,3639359f34a51931ad664ca625decddd72117909a07861077bb648ff94277c3c
mic,1,1,x.com,0,False,949c8d012eb705b561f67c12fe8ae383cc1da5479537f8f136bc7ad1b38971ff
barleyfinance,3,3,app.blocksec.com|bitget.com|twitter.com,0,False,db29e517b67f809a29faeda998ccaf52c5c2cdbf28690ee42a52da070f9c0dbb
mimspell2,4,2,app.blocksec.com|twitter.com,0,False,7d204cc7ae208880f66356502374e7a7f0f35543be63f2bbaca9a9a8da3c9dd3
peapodsfinance,1,1,app.blocksec.com,1,True,c5deade4aaa511c50cb8d90d1504dd401639fdb69b10edcef3754925cfa6f6cf
wiselending02,1,1,twitter.com,0,False,50b2a0eee9425c4ead1268ef12814a6a8221bd166b4753b3889b49cacf3d3f14
socketgateway,2,1,twitter.com,0,False,2b4ce27886dead1cc4ae34b1a0a69a1ea6dd8104f38a47c8116ef22a96daefe4
wiselending03,1,1,twitter.com,0,False,50b2a0eee9425c4ead1268ef12814a6a8221bd166b4753b3889b49cacf3d3f14
xsij,1,1,x.com,0,False,c97b25d36a3fef48ca7bc8103e8c1d6e579339f997e43c74bb817ab44d6c87e4
adc,1,1,x.com,0,False,a6aa25024b5c3c0ca953e7b98316fd7bea7461755f9dd2af8526f13f007c4aa3
affinedefi,2,1,twitter.com,0,False,eb180fbd5bee6ef5019e8e555a2c17119054757202ebb0bf4a43a0dacaf00618
compounduni,1,1,twitter.com,0,False,ffcee63a14befeae862132a30476945ce2fde227a46721041038e0787bacfa20
burnsdefi,2,2,medium.com|twitter.com,0,False,265e1eac745e43e9ee9a6276b6b6ee88b14f5fe4d6df50467ee5f484defad84c
bob,1,1,bscscan.com,1,True,17f5d16399b99744915e61ff799b26570429e1006f523638a7966750b038ecb5
blueberryprotocol,1,1,twitter.com,0,False,60aabd122c2d8b0061099f513c14957a2e5da4068f4db46d6a27ca467556cc05
deeznutz404,0,0,,0,False,f6952ee7e82c2330ee34a5e0523ea1c385dd30587c5e8642f85c77ea465cd7b8
bzx2,1,1,x.com,0,False,9fc1c25f3ca0e8392d8d191c970f073b19918428eb969b4ed2297cb5018c42bf
game,1,1,twitter.com,0,False,94218a4c59634455733d1e133df7bc0e2f2748862665e422d3583a86c46770ca
dualpools,1,1,medium.com,0,False,bcaaf111f622e5eeae5e08b76b369ca38ef7be3bee6d3114848f7104456432d9
miner_bsc,1,1,app.blocksec.com,1,True,27d1222a244c0e8696cf08e8ac3f932d4a07a63c654a26fa0b5ea764e5747c47
particletrade,1,1,twitter.com,0,False,c17093906d9fddeb7232d9d0103a9478c8297d0a7f3a7cbcc76ce13c9f834755
pandora,1,1,twitter.com,0,False,16591f0b417fe89d668500391323f06f3915d4146bee27f6d215479ca4c7ceb0
ruggedart,1,1,twitter.com,0,False,b96e4beae540039d7e5eb0ee288ff680aeccac877eb67d614b67e34f9a989e54
miner,1,1,twitter.com,0,False,0775a94dcf7643f9030636f2a55469244d0a21be30cdce0696e51ed46424a1bd
seneca,1,1,twitter.com,0,False,b05abcad1d388f6ff123057d5f2c3487ce8e1eec7726cd59dbbee28367ebe03c
alp,0,0,,0,False,0de79cc11a059ace9aefeb2886e4c5ffb713f2bb9621c23cb169bbba910783bd
ethfin,1,1,app.blocksec.com,1,True,f01386ab0de755e57cfd0f723a643a2e766247e7fcafcb7f81cb5b11143c8a61
ark,1,1,twitter.com,0,False,e50a7bb3c2733107603adfed5372d02745bd5174cb3fdd84c7e6353a471e22c9
bbt,1,1,x.com,0,False,9f2f49493c72fe8ff43d79ef586532411912c67d0983cfb540131258f49b21da
binemon,1,1,app.blocksec.com,1,True,e8a887a999b4b3b770c4e49747a6390331349d4a954b8ab626726e5a4c9039a1
juice,1,1,medium.com,0,False,edf95975a839530d3698c70183349a2307d95b1085ccd96ab1b1ddac7ed034be
tgbs,1,1,twitter.com,0,False,dada65ea568337224ab95364259cae8ae28d0a3c01c7af53d4e10f0632ab8863
atm,0,0,,0,False,95cee1d24d8650f9da0c59a2a9aff8afbd3fdd0f132af668b75a59c276d78c2e
chaingefinance,1,1,twitter.com,0,False,7177e57a26a75280777bdd502119c6fb1d38129c8dcb82e0eadb355285b1e5da
fil314,0,0,,0,False,19e1ba93150df827693daea4c2be72ca054e7604db321bcee0f958405e98cbd2
gfa,1,1,x.com,0,False,858e84f822ad2f3a83fe2fb90327c14e4d0b69f1378e126433c6d807044c7072
hackathon,1,1,x.com,0,False,b5624d43a70c90edbd8c0bd3d1f0371f59b3cb0e663515cc394e09736f6d6fbb
hoppyfrogerc,1,1,x.com,0,False,bf3fd47a10acdd2313a5c52a3c1e2043ba7f7f250781dcd166ed5a2a7824c939
hedgeyfinance,1,1,twitter.com,0,False,da054823043fabcbaea1af2633f5fbfd808347c1eed7abc0810e4f2d10ddff04
ngfs,1,1,twitter.com,0,False,cdc98e342b5f20196760b8f3f3fa386d8ace8de704cd4376f967a19581aea5ff
satx,1,1,x.com,0,False,175d3783beef60cdcf7797db25f9faa90f4ff8539e9df558f3bb259ec23aa21a
squid,1,1,twitter.com,0,False,9aeb0332c8dd2dcc094ae6b2e1d3d8e3ea2429456e4b640a45aea0a323a2fc94
ups,0,0,,0,False,51f78c033326ec8fd168324bd0ac45d36c26d4f1f940e092aad883cd7af4b139
openleverage2,0,0,,0,False,8928afa376159d465de3d9059561b81929a7a6678a01ddfd9373bddab7bfc12a
wsm,1,1,hacked.slowmist.io,0,False,6ebf183070e1711164de4a9e5441d20d49ab6642ebfb907bbad78b3ab459f279
z123,1,1,twitter.com,0,False,e6a272d372505fb0eb121b5577cad10ae7ee0fe1346ec4cc2ff01c9d29be86b5
yiedl,0,0,,0,False,76033ec824db565b5b708643aaf40a4d7a0541b1c1fb24f9c12e012870dc58b7
burner,0,0,,0,False,9dd327b708361039ad9eae2dc3d7fcf60cbf785ebdb2c4212f6a6a3c93a1493a
excommunity,1,1,x.com,0,False,26d6230ac9333918e343cfd541228c24d7433528e51810166077f16609a20473
sumermoney,0,0,,0,False,6cc89722848c536bcd753f43891230e7b3a988e74cdc7d55656ff1fc0078e409
metadragon,1,1,x.com,0,False,1e9b3302b8ae889be71e7956627b95c3c1ab4311ce3571bab3ad4d931b13ebd2
gpu,1,1,twitter.com,0,False,027e56e1e787248ceae2146fecdfdac737957ba29b3ebceb2270e2aaee7c6622
liquiditytokens,1,1,x.com,0,False,a4cea0dac6a525cc4a4cce0b03ddd11e80fcb5432ec49be30d50c2300f1584ae
redkeyscoin,0,0,,0,False,672316711fec40f5ea6c201714b27271557d853c8e4ab5fcd177a9e7d3210d23
normie,1,1,x.com,0,False,1668476350face84c4047a54866f1d20196edb0343f825c46251fd24fff24262
osn,1,1,twitter.com,0,False,878a5450867bc251fd18574d2e3f1a024904b760638fb6c3d600f58ca029b29e
tsuru,1,1,base.tsuru.wtf,0,False,607e6288b33aa05c4c1e86e9ee60b010e010f81d934b22d13ecbb02d6185dde0
apemaga,1,1,x.com,0,False,1cc128736e14561a77c3b37726783777bcab7d3d2a38aa2eafa21d68ef076c79
crb2,0,0,,0,False,d4776b2c0dd3e41c587fb086e813a82db68119563fed2cb7d67be2fad17ea62b
incufi,0,0,,0,False,6250ecba3d8bd005ba1e2ac25a675355ca4c85f81f40c89b9498b2ba1c9d56fb
ncd,1,1,x.com,0,False,6f85029f0b72cbbaa1d0fc7fbb5c18028f0421d573a709a115fe205e2ef5777b
tradeonorion,1,1,x.com,0,False,ee395b7b8664604d26884bba4950beb883014e652e33621ab703f2e428213d69
dyson_money,0,0,,0,False,6b70b83131463d105ba87674979eb794bf78d0434383b305cfcdbc206f5f160a
steamswap,1,1,x.com,0,False,865b131d37abdd3846e5b68ace04d63088c6bd7499aac7910abb432badb87bbe
wifcoin_eth,1,1,x.com,0,False,02e5f7cd9678ba36d0bafc211d04a7af173bf52b2902e344ab64554d4d14f45d
jokinthebox,0,0,,0,False,5f333e23531dbcee19db71cc3769d32f1c42dd82ba38dbf97100e7a86fe6bf61
minestm,0,0,,0,False,05d9d847af27f132d31bcedb1a64626b948ace826f48da0b88ba16b91587cc7e
will,0,0,,0,False,16d88ba48c4ac6c996656b8ca27e6b2073306268e38ddfcc41f9d4646377261a
lifiprotocol,1,1,x.com,0,False,e8e121d5de7030d1d274a4972ebd892379d40c8837495806c74495f2a9274b4d
uwulend_first,1,1,x.com,0,False,7e27bb03655f190748615cafa04070180604951c35d0f02142118ca72f5ed9d1
lw2,0,0,,0,False,562c2bf8251f39c743b041c6b3317e9ce092efcd8a832b03b709dcaef35dd5da
uwulend_second,1,1,x.com,0,False,7e27bb03655f190748615cafa04070180604951c35d0f02142118ca72f5ed9d1
doughfina,1,1,x.com,0,False,2335acf0887a379586c363fec975ab864083cce6a7c2c3a8ad7fbedb715b8130
mrp,0,0,,0,False,e060c2a1d41dd6c4682fc33ab0cb9e7939af9badf6cc1d0f328cda0621ffa293
defiplaza,1,1,x.com,0,False,2d8afd77adac1ebdad1aeb4157172d3a0f28b5d2d79d1dfe49808a1b97d6b8f5
sbt,0,0,,0,False,17405e0bf5a7276d789d4514a7423a4b31e180f06ff259581982046810c6efc3
yodlrouter,0,0,,0,False,36acc17e9643c2cee1d7676b67516a6e87845f34933179f859fcd4b5de32b665
ompxcontract,0,0,,0,False,ad9ffb6dea1f9d35dbdc975d55d68981e8b91afebeb3862781d6042c530da459
ivestdao,1,1,x.com,0,False,3e9d05606143ba2e59f912faca07eac1de876f180a999935f818fd4d5588d987
spectra_finance,1,1,x.com,0,False,87023fdb4a96cd88d008c1da77ba300aff39d330f447d3aaa157166628821278
zenterest,0,0,,0,False,2a448a612293c9d84ff9cbe27ad819a7d38ad525d20b1906a248715619aed9ad
convergence,1,1,x.com,0,False,b8311c732b7cebbbb253467cc6bdb4cc1cbc33dedae240f24d6305d42124358e
bankroll,1,1,x.com,0,False,3c39a86665ecc26c9982889d59c366c58a1bdf8a29ae0c6b4be700b22fbc8666
caterpillar_coin_cut,1,1,certik.com,0,False,cf32cd5a5a6b4da42050cc415153314d929909395b95937ca1248f0c79b71774
otseastaking,0,0,,0,False,658f99af8543e5f9c74db757b63c9621b283f8d91aed1805b3a1f953901553e9
bedrock_defi,2,2,bscscan.com|x.com,1,True,9aa197eace1fcf522dfd1ee2eebc75a566d3b810cb51e7b136536c595df81301
aizpttoken,0,0,,0,False,72807c8cebe2203904864485f9f63f2014d9c4a22a65b77ffbae3fd31b5786ac
onyxdao,1,1,x.com,0,False,9313f6a01a70788eb7e77125e1eb2cf6cd2391d272fec34298301bd064e99f73
firetoken,0,0,,0,False,6a099adc701f693ef503888008c6d702fd8ede71d6ddbb4d14f8845bf61f566c
hydt,1,1,x.com,0,False,d03b733d95e5e35cab9dba563e3ecb4185c482f5b3b124ebcce29958df36e9fa
sashatoken,0,0,,0,False,ff95f733a3492e41e8a2411bcfdcba000fe21f3315c857351d3d8c346b3b903a
morphoblue,1,1,x.com,0,False,d183dfa70752be760bff13a307b62b2dd981f393011e68cb3abffe1f99a43fa8
penpiexyzio,4,1,x.com,0,False,718b51fd914b292ad81f374f7b05f598beb46923d3d6438ea5bf80ed0aa91bac
vista,1,1,x.com,0,False,f7ec459e7280d79f1fa7ab6dd7bc9ad362da13664762a503ad3aec7309b64cd9
labubu,1,1,x.com,0,False,19e682e9dfe45d9fa00557e81932420636f4a0abfa95a4b365c985496020ff07
pledge,1,1,x.com,0,False,bbd7857a04b61866f20b3ae8c1b80afc2339103d3359a42af7253db0c510a94b
veth,1,1,x.com,0,False,fc813b43840d85f7d8d31498638a4b8e2ab8afb5d76cd912d0b9d119fb604418
gain,0,0,,0,False,8481bf88380d95cfcd6dd0107aceb38157f92251d744f439b8d8322b5a858b82
it,0,0,,0,False,24b3ff5aa8ea66c76b0175a2eb51abdd7641c659bb0e57687f8f765b165ca5bc
cloberdex,1,1,x.com,0,False,30394d79e505bad575a4eab456ad11a0e72a8b0db7dbae41a6053522f0f35850
98_token,1,1,x.com,0,False,d7cab897fa212182e113a8929d53405302ae17d87f7911c1e92e29a44c417d82
ast,1,1,medium.com,0,False,7b7a89fd412d9b417ccc04f2de16350b219139c4e166ff7202a34b4a7e9aae50
ipc,1,1,x.com,0,False,ddc79cd55c305763b5718c12d1e60770fa5b11982bab363fd06156b14c7cb62a
xbridge,0,0,,0,False,70e2ab58742aaf9a4e662227327ef2ae7b16b5e08895955bd63d80b4c12066b9
idols_nft,1,1,x.com,0,False,868b9be18a0789554d921c0844e28292c78530ef4c77e73c58e41c2895ef3742
j_pulsepot,1,1,x.com,0,False,3ee5050bda4d0e1f19bba7164803941d3b2da80284574919148fa049305d9bf3
lp_mine,1,1,x.com,0,False,ec6abfb622ba7cade51ab49c3950a4d05f635e22cd6da425fb166d0a96b3ba0b
laura_token,1,1,x.com,0,False,72269dc14a594a1f4452e72d8ea001033d3f1be142f70f99b4027eafc10a0124
mosca2,1,1,x.com,0,False,70bb53ada5ecbb7f223462e11d68819d493a025d0fc4181128e2a89cfe49358b
roulette_pot_v2,1,1,x.com,0,False,310131f5e2fe880e77c795bd5b8dd0eaf979778a71f68e90b67e1720c300dcb4
mosca,0,0,,0,False,031f9fa4dfe59c92fb254ee28043c78e1b726a847fbdbb7eb3339c96b1e6a2b5
unilend,1,1,slowmist.medium.com,0,False,8b1235715702a6ae2a395a08d4488b218dabd360ec651856bf11719a1229d1e6
sorra_staking,1,1,x.com,0,False,72a50ee9c275149333cffe99d7b140ed1c513f1e9e1e6e6dbf77a36c06971c18
hegic_options,0,0,,0,False,3c5be337e658080d19945815a4acf5adce8c404702901f9e3a3c48f7a173333c
bbx_token,1,1,x.com,0,False,7a596dfc7f7a7ad38424153f28bee003ce1597d2b2e33f59b7f5030d4d628d5d
alkimiya_io,1,1,x.com,0,False,3fae7e8ac1496e86223530df97c7bc816a2095404217ea01bd2e6db853d4db42
dcf_token,1,1,x.com,0,False,2cceae84d4d22dec183db761411df55b7c469d510ece8fcd3fd55973d0b0a91b
h2o,1,1,x.com,0,False,e04619f112b171c057a18685bf25f254c2c0f75f4324ac7e0ef535c288b06430
one_inch_fusion_v1_settlement_hack,1,1,blog.decurity.io,0,False,c0e73fc9ba355b62bc560d2500f911f82ebe98ec7f52c7207c5ac3be26e252b2
uni,1,1,x.com,0,False,6b31614b83fddc60c8a340f80c4f42c9fd5b4bff989d430596b100e6397fa167
pump,1,1,x.com,0,False,fc2f2cdffec0ec51c4ae3a2e29e5deb1d0fce361ccb8fd7f569c0f526660743c
yzi_ai_token,1,1,x.com,0,False,40b9f5217525ed17be6ee0941c1345c8f752f4d1dbf543b943c3d22018b74ecb
btnft,1,1,x.com,0,False,fa981b293f7e9d358d5a6f8216bfbd98bfe1b7ebf616d72d04b5e4e0fa161273
lifeprotocol,1,1,x.com,0,False,e1faccda5bff74461c84c1bfde7a75781382f17ee9699a67d98ca046abda2277
w_key_dao,1,1,x.com,0,False,08b9cc6c8bbb81a82d7e3a613773bb8c5d1e9753e406079010d28524e7504c0d
irys_ai,1,1,x.com,0,False,2c35d2c1397633cd9944e9d941c9f3aeec3f392166f4f97eb8f3f517a4c6841a
krc_token_pair,1,1,x.com,0,False,68ca49b7b394795a6e23aa81647e2241177135da090857b73976cd82755e9263
ydt_token,1,1,x.com,0,False,ff0f4c88f1d45384f5f7b78f1a8b7831af818f893dda537f8fbba0c6d087ca8b
aave_boost,1,1,x.com,0,False,74d7d330347502a2dbcdfaaddd850f3ae98c9dc9429a81679f2c8c859b27dd69
usual_money,1,1,x.com,0,False,34ef2701e724d343ca2baba110514c4767a6eed9978461500dde7c8d7f3f17b7
bankroll_network,1,1,x.com,0,False,327bf3cd443ea430ba68422dbd8cc422628addaca9efbdca3694a975b09c4cd1
bankroll_stack,0,0,,0,False,e91a6652ba97314bbdc6d92f2eccd85dd7bf20be172d47ca45491c3c72d2e58c
gangsterfinance,1,1,t.me,0,False,baa0f2c2134ef6738578bf18ceb471d7dd9687170ab7de7fa6f360562b45ea6e
gradient_maker_pool,1,1,t.me,0,False,80325a42bce63c4a8d42c098e71f7c71997a99f0bfd6283a04966b1ae295d8e1
resupply_fi,1,1,x.com,0,False,37ec9d57ee20099707c557a21daf7c4dadd7235e6de1408b9b96cb980421696c
fpc,1,1,x.com,0,False,faab9558aca606fac98dead93ef37b59a55acdf63bf0fe991966e4fd88cfc60e
meta_pool,1,1,x.com,0,False,6488e54ab448d35c1cc6772ca8b9c354721cba5273631dc569eed1b1c0d9e0f2
multicall_with_eth,0,0,,0,False,22e73698911b6cd456118a566e0b5ddece2b9e7defebea99680701d9070d7e2b
rant_token,2,1,x.com,0,False,42c9dfc3539948eff7d589cd59d879163020e3d8462343776b80b42f9329b4cc
swapp_staking,1,1,x.com,0,False,e97c7209a78e10c67dc32776dab9db5078811a1918f43419341b3bb935852e2c
stepp2p,1,1,x.com,0,False,85cc9dd27d13f97d2ca212b7c15e4cabaf13a6c77ae2e6c65ddda9ffdc2668f2
abcc_app,1,1,x.com,0,False,191c4358b620a824bc91ec0f61d42b889fcd1400d64dc9304649c348cc66ed08
grizzifi,1,1,x.com,0,False,a4ea865cb526c45e99f892fe9bc81a317a3e5ac8f59714be222a1511c830cd2a
hexotic,1,1,t.me,0,False,03be5bc6713f79673187842cfba7e4e83a030915ca5a31d8ab02bc52cfc8fe6f
multicall_with_xera,1,1,x.com,0,False,287791b78eeddaf68d34134a19dbe1ed0aa6b70e77643c02c89aaef1b44370a4
pdz,1,1,x.com,0,False,14d7899b0f759905857996a3f567b9eeb968588de7966661cd6cd811fcda2087
size_credit,1,1,x.com,0,False,a0697c79c1d7b372a44805a85ce7b120686e946caca56e5748b803be2c328244
mim_spell3,1,1,x.com,0,False,9350c2c30f8f0aeeb3861f0101447586179cc71daacffb0b5af0b336f6a0918b
prxvt,5,3,book.getfoundry.sh|github.com|x.com,0,False,57697fd15baa86700a16f2b49bb8ec5426225bf76709ec9ae98bebd29b40cd64
truebit,1,1,certik.com,0,False,669c6b7030c49f285a5bb75c3e322a01c790aefa74c7227262a115eff585e049
mttoken,2,1,x.com,0,False,8b426ae0f356aa0cf3a92e974c64cd9e0e5ab0c4f7d085c257c4fde313396aa4
synaplogic,4,1,x.com,0,False,095cfb4d88c5fd72946d211ac489afaca9274134fda74d7ece0dbf2825bb5e55
makina,3,1,x.com,0,False,b7451113225462d8efc9dad7190e230e03838e0717cd85888a2657d480916ac2
moonwell,2,2,halborn.com|x.com,0,False,c8cd6b62d65e95dc4652d82b503ef54b45fe3ce22eb9cf23b0725d44cd090be5
laxo_token,1,1,x.com,0,False,94135b68846d6daebe6329c49a8008f89f9a1e0d4d6dd866073cc807f1cb743b
curve_llamalend,1,1,x.com,0,False,a9d92e0a4e28ff120c0f4565e6993a44b3e4da3ddf44bb0bdd442630ca6fede9
alkemi_earn,1,1,x.com,0,False,aaa1d6e33055c30a099f54a19913a83dbc55e9ea6dcea9a910b72c7b37fa373c
venus_the,1,1,bscscan.com,1,True,0c2a3805ebc0bad3c52911cdd15bffc0384f339dcd7c7d2708ab7b5f411e7b26
futureswap,1,1,x.com,0,False,861b38b464ba5520b3ac5295c4763b0a5f3a477bc63f6e32f82b60a533d5a9f4
est,1,1,bscscan.com,0,False,cdca6d55c31db9b4fb2eaa5e627cd2b80177fb3488d3cf59357bd48bdd4ccdeb
